TypeInput	RA	DE	Plx	e_Plx	RV	e_RV	RVdist	pmRA	e_pmRA	pmDE	e_pmDE	Source
1	05 22 16.575	43 17 19.247	0.26677722	0.0222	0	0	0	0.726	0.025	-2.021	0.019	207337076612602368
1	05 25 59.290	43 43 35.018	0.27963595	0.0206	0	0	0	0.766	0.023	-1.104	0.017	207736680369495936
1	05 24 17.252	42 53 49.886	0.38362509	0.0230	0	0	0	1.197	0.027	-1.121	0.019	195318486807784320
1	05 26 29.137	43 03 41.175	0.33946447	0.0191	0	0	0	-0.332	0.026	-1.813	0.018	195649852124231168
1	05 22 26.872	42 28 20.066	0.28593530	0.0201	0	0	0	0.533	0.025	-0.446	0.018	195236298314106368
1	05 25 00.484	42 02 18.702	0.30978224	0.0213	0	0	0	-0.390	0.026	0.340	0.020	194988942557452416
1	05 29 48.715	42 35 21.306	0.26797784	0.0190	0	0	0	0.024	0.021	-0.903	0.017	195399197833814912
1	05 25 41.253	42 25 15.075	0.23167418	0.0191	0	0	0	0.608	0.023	-0.323	0.017	195056528162217856
1	05 23 28.076	43 20 03.083	0.26468575	0.0261	0	0	0	0.569	0.028	-0.914	0.020	207349824075418496
1	05 26 06.756	43 55 06.932	0.34784281	0.0224	0	0	0	0.297	0.024	-2.244	0.019	207753688439608960
1	05 26 07.919	43 28 31.456	0.34047434	0.0185	0	0	0	0.922	0.024	-1.052	0.018	195720117789045632
1	05 30 40.620	43 23 02.953	0.38724581	0.0239	0	0	0	-0.783	0.024	-3.032	0.019	195671911076408704
1	05 31 44.131	43 08 21.470	0.27129615	0.0234	0	0	0	2.031	0.024	-0.418	0.018	195555775161640704
1	05 28 47.228	42 52 50.458	0.26922233	0.0266	0	0	0	1.043	0.028	-1.699	0.022	195467401913988736
1	05 30 45.756	43 33 21.026	0.28532115	0.0210	0	0	0	0.284	0.023	-0.757	0.018	195677546073457792
1	05 23 37.308	43 19 51.757	0.23291591	0.0199	0	0	0	0.775	0.022	-1.206	0.018	207349136880639744
1	05 28 45.775	42 22 22.961	0.38077917	0.0221	0	0	0	-0.232	0.024	1.062	0.019	195384320067267072
1	05 29 07.194	42 45 35.676	0.24446968	0.0192	0	0	0	0.927	0.023	-0.898	0.016	195451012319256448
1	05 24 15.298	43 31 33.106	0.32411851	0.0212	0	0	0	1.523	0.025	-1.846	0.021	207368859370337152
1	05 22 50.969	43 40 09.135	0.37607523	0.0193	0	0	0	1.487	0.023	-1.266	0.017	207419574344207488
1	05 25 00.260	43 47 04.969	0.32899379	0.0212	0	0	0	-0.383	0.027	0.443	0.020	207751729934644992
1	05 24 06.150	43 13 24.538	0.32028803	0.0187	0	0	0	2.408	0.021	-2.610	0.017	195340751918096640
1	05 25 48.405	42 58 14.144	0.38100851	0.0189	0	0	0	-0.736	0.021	-0.892	0.018	195647343863389952
1	05 23 02.713	43 03 56.940	0.22354999	0.0217	0	0	0	0.393	0.028	-1.297	0.019	195332402501853184
1	05 26 08.042	42 49 24.787	0.36902473	0.0209	0	0	0	1.322	0.024	-3.545	0.018	195630473232233088
1	05 29 32.377	43 09 09.811	0.32957421	0.0207	0	0	0	0.544	0.024	-0.865	0.018	195475231636405760
1	05 31 49.051	43 01 53.008	0.33292639	0.0222	0	0	0	1.144	0.027	-2.353	0.019	195507362290100480
1	05 26 06.154	43 08 36.655	0.29602141	0.0231	0	0	0	0.212	0.027	-2.614	0.019	195697955757939584
1	05 27 27.506	43 24 03.256	0.23473223	0.0196	0	0	0	-0.223	0.023	-0.848	0.016	195707885722131584
1	05 25 22.711	42 59 22.256	0.29883176	0.0191	0	0	0	-0.313	0.021	0.156	0.018	195273235032208384
1	05 29 52.712	43 34 22.520	0.28068689	0.0200	0	0	0	-0.407	0.025	-1.752	0.019	195691663629033216
1	05 30 00.796	43 25 23.896	0.29231640	0.0230	0	0	0	0.755	0.024	-0.048	0.019	195674419337329280
1	05 31 39.698	43 07 27.975	0.27322126	0.0264	0	0	0	-0.031	0.031	-1.518	0.022	195555672082426368
1	05 28 12.626	42 45 43.710	0.39692846	0.0234	0	0	0	0.666	0.028	-1.122	0.020	195431427267955968
1	05 24 14.853	43 45 25.272	0.37840494	0.0219	0	0	0	0.640	0.027	-1.229	0.022	207423216476347136
1	05 26 48.105	43 05 10.105	0.39811045	0.0190	0	0	0	2.532	0.023	-0.843	0.017	195647000265913344
1	05 25 30.367	42 23 18.718	0.22157361	0.0188	0	0	0	1.117	0.024	-1.514	0.018	195056012766157312
1	05 25 27.275	42 40 38.057	0.37842469	0.0191	0	0	0	-0.044	0.025	-2.978	0.017	195251107361700480
1	05 31 07.109	42 53 44.736	0.26946860	0.0203	0	0	0	0.589	0.025	-0.011	0.020	195412495052343936
1	05 27 23.675	42 42 51.243	0.28723362	0.0221	0	0	0	2.116	0.023	-2.142	0.019	195441666470020992
1	05 21 49.424	42 46 58.946	0.33107546	0.0185	0	0	0	1.384	0.023	-2.018	0.018	195301684896111104
1	05 24 20.001	42 55 57.202	0.35751634	0.0249	0	0	0	0.202	0.025	-2.466	0.019	195318796045404800
1	05 24 49.923	42 50 57.833	0.26496919	0.0200	0	0	0	0.120	0.023	-0.971	0.018	195269936497443328
1	05 26 50.666	43 31 13.463	0.30145960	0.0200	0	0	0	0.728	0.027	-2.173	0.019	195723210165438720
1	05 24 30.793	42 40 04.599	0.29442310	0.0191	0	0	0	-0.257	0.025	-1.770	0.019	195264713817366272
1	05 22 14.539	42 39 32.489	0.29914814	0.0213	0	0	0	-0.349	0.026	-1.843	0.020	195288971792941824
1	05 23 03.963	42 57 16.065	0.32336354	0.0211	0	0	0	-0.342	0.027	-1.887	0.020	195328004455417216
1	05 29 41.194	43 32 26.903	0.27962094	0.0195	0	0	0	0.945	0.024	-2.268	0.018	195688266311877504
1	05 29 18.625	42 59 22.601	0.25186072	0.0226	0	0	0	-0.314	0.023	-1.444	0.017	195469459200169216
1	05 27 36.012	42 34 56.068	0.33202808	0.0218	0	0	0	0.542	0.026	-1.358	0.020	195427750776562944
1	05 23 35.248	43 20 19.911	0.31176632	0.0206	0	0	0	-0.296	0.023	-2.184	0.019	207349892794882688
1	05 27 34.281	42 13 12.369	0.29193840	0.0228	0	0	0	0.660	0.029	-0.017	0.020	195358236726247296
1	05 27 44.615	43 50 39.664	0.28172759	0.0194	0	0	0	0.074	0.023	0.142	0.018	207740597379603712
1	05 29 56.233	42 15 01.675	0.29683392	0.0481	0	0	0	0.241	0.052	-0.645	0.040	194626481676859392
1	05 26 52.677	42 08 37.531	0.24343987	0.0190	0	0	0	0.255	0.023	-0.741	0.016	195363532425827200
1	05 26 00.413	43 48 25.132	0.35310853	0.0211	0	0	0	0.746	0.025	-4.913	0.018	207749221673681408
1	05 30 56.135	43 24 42.651	0.33141269	0.0237	0	0	0	0.612	0.024	-1.710	0.019	195672014155606272
1	05 25 27.325	42 38 15.439	0.29090682	0.0205	0	0	0	0.424	0.026	-1.933	0.018	195250763764325120
1	05 22 49.004	42 44 43.439	0.34785306	0.0187	0	0	0	1.882	0.024	-3.689	0.017	195313126688893952
1	05 23 51.995	42 13 12.151	0.31976218	0.0223	0	0	0	0.758	0.028	-1.984	0.019	195051163747963776
1	05 27 42.152	42 38 02.530	0.23703429	0.0221	0	0	0	-0.651	0.024	-0.943	0.020	195428231812325120
1	05 26 46.347	42 45 54.535	0.35940093	0.0207	0	0	0	1.061	0.023	-2.544	0.019	195440223361021824
1	05 22 21.476	43 07 18.178	0.30634977	0.0222	0	0	0	-0.101	0.025	-1.653	0.019	207322679882297472
1	05 24 53.964	43 48 28.094	0.25803933	0.0218	0	0	0	-0.266	0.028	-1.297	0.022	207798905855778688
1	05 21 16.192	43 08 13.418	0.35980450	0.0218	0	0	0	0.140	0.027	-1.780	0.020	207334293473939584
1	05 28 09.384	43 52 55.600	0.30076592	0.0189	0	0	0	-0.615	0.023	0.378	0.017	207764339958795648
1	05 22 31.550	42 28 37.012	0.32038622	0.0219	0	0	0	0.120	0.027	-1.812	0.021	195236332673835776
1	05 28 00.568	42 34 28.080	0.26425743	0.0224	0	0	0	-0.225	0.025	-2.249	0.018	195425379955046400
1	05 23 06.681	42 35 23.453	0.30425045	0.0192	0	0	0	0.397	0.022	-1.511	0.017	195260556289269376
1	05 24 14.893	43 43 18.656	0.32895936	0.0223	0	0	0	-0.280	0.029	-3.285	0.022	207422872878976000
1	05 25 05.167	42 28 12.095	0.26139867	0.0215	0	0	0	0.171	0.024	-1.987	0.019	195059581883113600
1	05 26 42.370	43 25 59.813	0.35643380	0.0311	0	0	0	0.343	0.035	-4.223	0.028	195721904497695872
1	05 30 30.658	43 30 11.216	0.30985941	0.0228	0	0	0	1.498	0.026	-2.274	0.020	195676961957927680
1	05 24 05.649	43 35 29.648	0.26905352	0.0231	0	0	0	0.282	0.030	-1.306	0.024	207372948179187200
1	05 21 10.742	42 58 44.559	0.26757966	0.0197	0	0	0	0.429	0.024	-0.650	0.017	207320687017617920
1	05 27 18.009	43 46 33.765	0.36781870	0.0215	0	0	0	0.746	0.026	-2.668	0.019	207740008965519872
1	05 25 36.696	42 36 18.317	0.23766564	0.0235	0	0	0	0.419	0.029	-1.924	0.019	195249767331913856
1	05 26 47.557	42 00 25.636	0.32055782	0.0205	0	0	0	-0.231	0.023	-1.890	0.017	195348757738392064
1	05 31 25.715	42 33 46.393	0.25976466	0.0191	0	0	0	0.278	0.021	-2.031	0.016	194639572737127296
1	05 30 32.147	43 24 47.645	0.39853767	0.0216	0	0	0	1.675	0.023	-3.406	0.018	195672632630913664
1	05 25 36.061	43 07 25.326	0.34163169	0.0193	0	0	0	-0.275	0.024	-1.498	0.018	195696993685303168
1	05 23 38.261	42 50 58.853	0.25581153	0.0237	0	0	0	0.968	0.030	-2.207	0.020	195315188273010944
1	05 29 45.851	43 36 46.517	0.37102121	0.0196	0	0	0	0.077	0.026	-2.139	0.018	195692733077845120
1	05 21 13.326	42 45 34.665	0.36610190	0.0204	0	0	0	-0.005	0.025	-1.180	0.020	195299314074233472
1	05 25 04.817	43 47 02.715	0.34794945	0.0215	0	0	0	1.431	0.027	-2.761	0.022	207751764294381184
1	05 23 06.997	42 35 31.906	0.36962098	0.0227	0	0	0	-0.384	0.026	-0.746	0.020	195260556289267840
1	05 26 10.126	42 15 31.386	0.31683529	0.0211	0	0	0	-0.224	0.029	-1.565	0.021	195414213039924224
1	05 22 54.999	42 36 10.311	0.25194629	0.0190	0	0	0	0.146	0.022	-0.892	0.016	195261449642477952
1	05 28 25.641	42 02 33.862	0.27542702	0.0222	0	0	0	-0.133	0.027	-1.519	0.020	194602704737965184
1	05 29 08.481	43 19 30.774	0.26897565	0.0208	0	0	0	-1.079	0.027	-1.742	0.020	195668440742913280
1	05 22 00.831	43 03 34.012	0.28216395	0.0210	0	0	0	1.169	0.026	-0.330	0.020	207321923968106624
1	05 23 42.527	43 24 17.544	0.27137150	0.0227	0	0	0	0.709	0.026	-0.155	0.020	207350270751967616
1	05 23 47.025	42 12 41.349	0.28746652	0.0255	0	0	0	1.258	0.030	0.044	0.019	195049690574456704
1	05 24 58.583	42 15 51.234	0.36304423	0.0276	0	0	0	0.846	0.030	-2.851	0.022	195042200151409152
1	05 31 16.757	42 57 22.479	0.26357581	0.0221	0	0	0	0.816	0.026	-1.893	0.019	195506709455129344
1	05 21 27.444	43 15 50.168	0.36085769	0.0217	0	0	0	0.395	0.025	-1.567	0.018	207339069477504256
1	05 26 53.362	43 14 57.476	0.32314177	0.0190	0	0	0	0.461	0.022	-2.053	0.017	195704381028908544
1	05 26 18.546	43 38 46.105	0.31431961	0.0190	0	0	0	1.479	0.024	-0.792	0.017	207732522841156608
1	05 28 28.799	42 02 14.414	0.23334503	0.0197	0	0	0	0.431	0.023	-0.105	0.018	194599745503089536
1	05 27 40.224	42 32 04.515	0.37300769	0.0252	0	0	0	0.553	0.027	-2.533	0.020	195424486601434496
1	05 27 55.313	43 07 51.086	0.30456068	0.0188	0	0	0	0.256	0.026	-2.013	0.019	195642219964327296
1	05 25 13.101	42 39 43.922	0.24262149	0.0203	0	0	0	0.258	0.027	-2.931	0.020	195253684342089472
1	05 30 22.741	42 14 25.509	0.27606730	0.0232	0	0	0	0.088	0.027	-0.183	0.019	194631188961258624
1	05 26 07.204	42 16 56.533	0.25699742	0.0194	0	0	0	0.230	0.026	-2.436	0.019	195414487917825536
1	05 28 42.422	42 21 40.229	0.37434833	0.0231	0	0	0	0.132	0.025	-1.802	0.020	195360852365971712
1	05 30 03.914	42 33 55.308	0.30957361	0.0227	0	0	0	0.703	0.025	-0.549	0.019	195393116160115072
1	05 21 38.240	43 12 09.067	0.28564672	0.0238	0	0	0	0.854	0.029	-1.318	0.019	207337832526936704
1	05 27 20.612	42 08 06.045	0.31211548	0.0196	0	0	0	-0.206	0.023	-0.638	0.016	195351265999194880
1	05 29 31.936	43 04 08.767	0.28110193	0.0227	0	0	0	1.464	0.024	-0.646	0.018	195470940966998016
1	05 25 25.077	42 46 35.490	0.27479776	0.0215	0	0	0	-0.399	0.025	-3.099	0.019	195255505408194560
1	05 24 04.534	43 06 28.746	0.22913268	0.0204	0	0	0	0.190	0.026	-0.435	0.019	195336250792425216
1	05 22 31.537	42 59 54.618	0.38819107	0.0201	0	0	0	0.663	0.027	-1.216	0.019	195308419404580096
1	05 22 47.092	43 39 44.877	0.22781919	0.0193	0	0	0	0.651	0.023	-0.637	0.018	207418096875464704
1	05 23 35.642	42 15 17.544	0.29327716	0.0203	0	0	0	1.824	0.028	-2.685	0.018	195050927525970048
1	05 25 19.789	42 38 38.595	0.35530662	0.0207	0	0	0	1.236	0.027	-2.245	0.020	195250626325374336
1	05 24 46.721	43 50 57.496	0.34665184	0.0221	0	0	0	1.375	0.028	0.063	0.020	207424693945039360
1	05 31 13.840	42 40 13.645	0.33654525	0.0227	0	0	0	0.185	0.022	-0.545	0.017	195391879209401216
1	05 24 45.377	42 29 29.500	0.23328910	0.0181	0	0	0	0.846	0.023	-0.348	0.017	195247701450414848
1	05 22 46.145	43 08 06.675	0.25721720	0.0246	0	0	0	0.216	0.027	-2.504	0.019	207343055207107584
1	05 27 38.657	43 32 33.565	0.35121042	0.0262	0	0	0	1.660	0.029	-1.819	0.023	195712799164660480
1	05 31 39.573	43 01 28.046	0.30886296	0.0217	0	0	0	2.077	0.028	0.737	0.019	195508049484881152
1	05 25 55.669	42 10 43.491	0.27956197	0.0202	0	0	0	0.269	0.024	-1.426	0.020	194991687037098496
1	05 23 10.388	43 24 21.874	0.29077680	0.0208	0	0	0	-0.318	0.024	-1.704	0.019	207362605898081920
1	05 27 04.858	42 31 27.086	0.33549920	0.0241	0	0	0	0.309	0.025	-1.061	0.020	195421566023137408
1	05 28 17.263	43 23 24.124	0.27264180	0.0222	0	0	0	0.493	0.024	-0.870	0.018	195683524667581696
1	05 31 03.081	43 24 44.466	0.25560667	0.0263	0	0	0	0.237	0.025	-2.645	0.019	195578177710227072
1	05 26 13.314	42 10 57.713	0.26528106	0.0198	0	0	0	1.932	0.025	-2.518	0.019	195366109406241792
1	05 24 32.330	42 18 49.646	0.34929856	0.0200	0	0	0	0.469	0.025	-2.128	0.017	195054810175398144
1	05 22 30.588	43 22 54.584	0.26303066	0.0214	0	0	0	0.772	0.025	-0.616	0.018	207363975990160896
1	05 29 34.481	43 40 56.011	0.25810406	0.0196	0	0	0	1.395	0.024	-2.186	0.019	195739943357821184
1	05 25 20.629	43 28 09.700	0.25909410	0.0201	0	0	0	0.640	0.025	-1.023	0.020	207728949428417280
1	05 30 32.286	42 23 34.816	0.33582607	0.0224	0	0	0	2.634	0.027	-1.974	0.019	194636377281484032
1	05 26 59.274	42 07 22.623	0.39967850	0.0196	0	0	0	1.079	0.023	-0.423	0.017	195351747035567232
1	05 27 09.452	42 08 28.837	0.22460458	0.0200	0	0	0	0.754	0.024	-0.563	0.017	195351953193975936
1	05 28 28.837	42 21 02.818	0.23263451	0.0250	0	0	0	1.022	0.026	-0.661	0.019	195360989804950400
1	05 26 24.872	42 29 51.845	0.21839519	0.0230	0	0	0	0.814	0.028	-1.257	0.021	195432320621288832
1	05 25 50.266	42 53 06.583	0.24496414	0.0198	0	0	0	0.067	0.024	-2.207	0.019	195643147680036224
1	05 27 37.026	42 47 47.187	0.36404401	0.0219	0	0	0	1.909	0.028	-2.954	0.020	195445480400960768
1	05 25 31.537	42 26 19.081	0.21821740	0.0225	0	0	0	0.718	0.025	-0.248	0.018	195057284076464384
1	05 26 57.207	42 30 12.866	0.29561376	0.0248	0	0	0	-0.003	0.028	-1.861	0.020	195421462943936640
1	05 25 52.689	41 57 13.082	0.23487747	0.0206	0	0	0	0.810	0.025	-1.912	0.019	194973923052721024
1	05 26 54.119	43 13 53.254	0.31845084	0.0196	0	0	0	0.338	0.023	-0.993	0.017	195704312309437952
1	05 30 08.166	43 08 24.797	0.34682423	0.0246	0	0	0	0.467	0.024	-0.482	0.018	195477331878310016
1	05 31 03.257	42 41 02.137	0.32669201	0.0204	0	0	0	1.291	0.022	0.167	0.017	195394834146909312
1	05 30 05.999	42 47 12.157	0.25974278	0.0192	0	0	0	1.022	0.022	-2.084	0.017	195410089870775936
1	05 26 19.438	42 43 44.665	0.23330457	0.0250	0	0	0	0.402	0.028	-2.066	0.020	195625899091255808
1	05 24 21.217	43 40 42.332	0.35126566	0.0245	0	0	0	-0.146	0.030	-2.169	0.025	207375628238729600
1	05 28 25.523	43 44 03.692	0.28180278	0.0209	0	0	0	1.032	0.024	-1.985	0.019	195750045120947072
1	05 27 04.849	43 05 58.969	0.24616951	0.0208	0	0	0	0.687	0.027	-0.116	0.019	195652738342598272
1	05 23 19.773	42 28 38.207	0.22912281	0.0187	0	0	0	0.042	0.023	-0.354	0.019	195256295681750272
1	05 22 14.362	42 22 31.706	0.29592853	0.0202	0	0	0	0.641	0.024	-1.012	0.018	195231384871584512
1	05 22 54.757	42 39 49.776	0.38560068	0.0199	0	0	0	1.066	0.023	-3.637	0.017	195308831721646976
1	05 28 03.469	43 07 27.317	0.30563225	0.0186	0	0	0	1.135	0.023	-0.197	0.019	195641433988640128
1	05 27 05.344	43 19 44.138	0.33754924	0.0216	0	0	0	0.447	0.024	-1.686	0.017	195705995936567424
1	05 22 37.692	43 20 43.000	0.31825944	0.0214	0	0	0	1.671	0.026	-2.462	0.020	207360716112545792
1	05 27 35.830	43 32 38.408	0.37304862	0.0230	0	0	0	1.753	0.025	-1.496	0.019	195712489927017600
1	05 27 25.281	43 00 30.445	0.27543587	0.0203	0	0	0	0.657	0.025	-0.157	0.020	195639063166734080
1	05 26 42.878	43 07 19.452	0.28871630	0.0204	0	0	0	0.520	0.025	-2.606	0.018	195650298800786944
1	05 30 07.999	42 55 23.435	0.38794367	0.0212	0	0	0	1.895	0.026	-1.607	0.018	195459327375793152
1	05 21 07.435	42 47 12.262	0.29369949	0.0232	0	0	0	0.793	0.027	0.141	0.022	207309210865225984
1	05 29 20.930	42 46 49.258	0.31911471	0.0238	0	0	0	1.746	0.029	-3.518	0.022	195451768233473664
1	05 28 25.787	42 43 49.541	0.31020682	0.0255	0	0	0	1.796	0.031	-2.801	0.021	195430396476293632
1	05 26 39.044	42 13 30.705	0.30805317	0.0217	0	0	0	0.134	0.026	-0.244	0.021	195366414347515264
1	05 21 32.090	42 52 01.150	0.30013909	0.0216	0	0	0	-0.952	0.027	-3.135	0.020	207315361258391808
1	05 29 07.314	42 17 57.578	0.25412257	0.0249	0	0	0	0.837	0.025	0.350	0.021	195379715862329728
1	05 26 42.023	42 33 24.524	0.29043309	0.0258	0	0	0	0.685	0.027	-1.198	0.021	195434004248438400
1	05 23 59.055	42 46 25.238	0.20404367	0.0221	0	0	0	0.689	0.026	-1.327	0.020	195264297202777472
1	05 24 29.178	43 28 09.835	0.26376999	0.0224	0	0	0	0.040	0.026	0.146	0.020	207357280138513280
1	05 27 37.457	42 14 43.726	0.23211904	0.0231	0	0	0	0.443	0.029	-1.391	0.019	195370163855227392
1	05 21 05.357	43 03 54.212	0.26183993	0.0234	0	0	0	0.323	0.030	-1.868	0.021	207333812437645056
1	05 29 58.697	42 18 26.952	0.26025281	0.0220	0	0	0	3.195	0.025	-12.405	0.019	194629814571474944
1	05 27 11.620	42 50 48.719	0.31421195	0.0217	0	0	0	-0.061	0.025	-4.503	0.019	195634042346198656
1	05 21 33.292	43 05 38.487	0.21085936	0.0207	0	0	0	1.027	0.026	-1.200	0.018	207333365761001088
1	05 31 09.561	43 05 25.459	0.23439717	0.0218	0	0	0	0.414	0.028	-0.101	0.021	195556118758867072
1	05 30 20.561	42 25 00.747	0.26219862	0.0234	0	0	0	0.432	0.029	-1.361	0.021	194636858317822464
1	05 24 07.506	43 49 44.070	0.29583461	0.0210	0	0	0	0.415	0.026	-0.319	0.021	207426068334613632
1	05 25 33.720	43 11 28.251	0.33731490	0.0223	0	0	0	0.142	0.026	-1.732	0.020	195700360939645824
1	05 31 24.304	42 34 06.578	0.26195839	0.0219	0	0	0	-0.075	0.023	-0.788	0.019	194639641456603776
1	05 22 19.557	43 23 48.063	0.23490282	0.0218	0	0	0	0.743	0.025	-1.460	0.019	207364873640888448
1	05 24 34.070	42 36 42.207	0.38697182	0.0190	0	0	0	1.401	0.026	-3.292	0.019	195252546171980416
1	05 22 24.580	43 28 31.944	0.27417136	0.0214	0	0	0	0.315	0.024	-1.028	0.019	207412358799821056
1	05 30 18.853	42 15 01.411	0.39603432	0.0221	0	0	0	1.129	0.026	-2.213	0.019	194631463839166208
1	05 30 01.237	43 04 55.781	0.25503095	0.0246	0	0	0	0.196	0.028	-1.583	0.018	195476026208263040
1	05 21 20.827	43 05 55.557	0.29837530	0.0214	0	0	0	-0.416	0.026	-1.368	0.019	207333228322060544
1	05 21 28.599	43 02 38.214	0.28575810	0.0210	0	0	0	1.796	0.025	-2.766	0.018	207321438633625856
1	05 22 56.368	42 22 57.263	0.21836710	0.0254	0	0	0	0.120	0.036	0.478	0.025	195220389755244672
1	05 29 25.863	43 35 48.134	0.25538274	0.0211	0	0	0	0.966	0.026	0.116	0.020	195692458199428736
1	05 31 10.818	42 45 48.741	0.35492495	0.0223	0	0	0	-0.059	0.026	-1.061	0.019	195396277255875968
1	05 22 34.324	42 25 18.258	0.28387016	0.0218	0	0	0	0.168	0.027	-1.560	0.021	195232827980547200
1	05 25 13.703	43 32 46.920	0.36696261	0.0212	0	0	0	0.349	0.027	-5.897	0.020	207733038237275392
1	05 27 14.075	42 03 32.880	0.34620130	0.0214	0	0	0	0.762	0.026	-0.892	0.018	195347795665665152
1	05 31 00.280	42 29 23.104	0.23510669	0.0222	0	0	0	0.965	0.025	-0.426	0.019	194638232707341440
1	05 27 14.437	43 41 50.108	0.25212127	0.0225	0	0	0	0.252	0.029	-0.375	0.020	195729875954601344
1	05 26 33.751	42 55 35.724	0.27173181	0.0197	0	0	0	-0.214	0.025	0.303	0.019	195633045913862784
1	05 22 54.113	43 05 45.739	0.30919051	0.0235	0	0	0	-0.078	0.029	-2.081	0.021	207342333652984832
1	05 22 19.028	43 16 00.274	0.22080622	0.0257	0	0	0	0.659	0.029	-0.073	0.023	207336801734702592
1	05 29 45.170	43 21 15.440	0.29994763	0.0262	0	0	0	0.978	0.028	-1.483	0.022	195673693485190784
1	05 30 55.043	42 35 11.690	0.32105904	0.0219	0	0	0	-0.558	0.024	-1.478	0.018	195391054575741312
1	05 30 16.999	42 54 19.353	0.28326002	0.0199	0	0	0	-0.200	0.025	-2.293	0.018	195458846339451008
1	05 22 15.422	42 28 23.375	0.25052394	0.0228	0	0	0	0.026	0.028	-2.025	0.021	195236985508893440
1	05 30 15.837	42 35 27.872	0.28025170	0.0239	0	0	0	0.052	0.026	-0.207	0.019	195392497684800384
1	05 29 01.266	42 25 08.048	0.22844685	0.0221	0	0	0	0.600	0.024	-1.546	0.019	195384491865913856
1	05 27 59.062	42 18 08.746	0.33101729	0.0232	0	0	0	2.374	0.027	-2.442	0.019	195370747970720512
1	05 24 08.753	42 08 17.662	0.34720506	0.0233	0	0	0	0.566	0.026	-2.088	0.019	195035156405131520
1	05 31 31.834	43 07 36.190	0.26251806	0.0239	0	0	0	0.813	0.027	-0.460	0.021	195556462356212224
1	05 27 28.547	42 15 21.601	0.32696418	0.0217	0	0	0	0.236	0.027	-1.363	0.019	195370335653926016
1	05 28 46.800	43 33 51.353	0.24140718	0.0228	0	0	0	0.422	0.026	-0.415	0.020	195733208849180416
1	05 23 22.611	42 10 31.023	0.29820208	0.0224	0	0	0	1.307	0.026	-2.208	0.019	195049381336846848
1	05 27 20.124	42 39 27.035	0.33859677	0.0226	0	0	0	0.060	0.025	-1.611	0.019	195440601318146176
1	05 23 56.603	42 04 03.589	0.32048955	0.0217	0	0	0	1.164	0.026	-0.215	0.019	195033197900077696
1	05 24 51.424	43 46 54.636	0.24571936	0.0227	0	0	0	0.263	0.029	-2.696	0.021	207376590311341184
1	05 26 07.465	41 57 39.568	0.32063902	0.0228	0	0	0	0.448	0.028	-3.682	0.020	194973824272517504
1	05 23 50.035	42 13 35.203	0.28669781	0.0236	0	0	0	-1.813	0.030	-2.604	0.020	195049759293924992
1	05 21 26.074	42 41 19.793	0.31723136	0.0231	0	0	0	-0.054	0.029	-2.675	0.021	195300825902740736
1	05 23 55.744	42 30 36.796	0.30625318	0.0198	0	0	0	-0.159	0.027	-0.509	0.019	195245953401044864
1	05 24 14.914	42 07 46.489	0.20588640	0.0226	0	0	0	0.136	0.026	-1.455	0.018	195034915886958720
1	05 30 40.048	42 56 05.359	0.35309910	0.0217	0	0	0	0.082	0.029	-2.305	0.022	195460220728950528
1	05 31 28.427	43 03 59.929	0.37195070	0.0242	0	0	0	0.314	0.027	-1.422	0.022	195554980589582976
1	05 27 23.002	43 05 54.175	0.32026730	0.0211	0	0	0	0.271	0.026	-1.541	0.019	195652188586776448
1	05 28 12.702	42 56 11.382	0.20004560	0.0221	0	0	0	-0.483	0.025	-2.045	0.020	195448023021556992
1	05 25 59.431	43 06 20.075	0.35325056	0.0213	0	0	0	2.971	0.025	-3.561	0.020	195696164756500352
1	05 27 42.272	42 42 31.200	0.21111591	0.0238	0	0	0	1.011	0.025	-0.266	0.020	195441078061284096
1	05 30 48.689	42 57 57.160	0.22068131	0.0217	0	0	0	0.265	0.027	-0.971	0.020	195460422591006336
1	05 26 07.010	43 41 39.711	0.26719940	0.0264	0	0	0	-0.481	0.032	-0.219	0.022	207735958814991616
1	05 23 11.284	42 15 47.696	0.30193519	0.0205	0	0	0	1.016	0.026	0.419	0.019	195238428618395776
1	05 31 38.929	42 38 15.247	0.21772702	0.0235	0	0	0	0.074	0.026	-1.198	0.019	194733885924084096
1	05 26 26.569	42 30 58.513	0.37622732	0.0245	0	0	0	4.585	0.029	-2.440	0.022	195432389340758912
1	05 24 48.950	42 49 22.755	0.23367269	0.0238	0	0	0	0.134	0.030	-2.522	0.022	195269661620412288
1	05 29 14.102	43 39 35.171	0.37863889	0.0212	0	0	0	3.235	0.028	-6.053	0.022	195734720678142080
1	05 22 31.063	42 32 53.104	0.32024258	0.0223	0	0	0	3.378	0.026	-2.308	0.020	195237500904903168
1	05 27 11.744	42 30 43.226	0.22476774	0.0261	0	0	0	0.386	0.029	-0.516	0.021	195421321207615616
1	05 30 52.781	42 52 57.320	0.38022284	0.0211	0	0	0	0.248	0.025	-1.011	0.019	195412254534192384
1	05 22 54.859	42 24 14.884	0.23794785	0.0212	0	0	0	0.173	0.027	-0.137	0.021	195232175145495296
1	05 27 54.894	42 49 23.330	0.31002553	0.0228	0	0	0	0.870	0.028	-1.846	0.021	195444106011412096
1	05 22 53.473	42 21 19.822	0.26868215	0.0213	0	0	0	0.299	0.027	-1.946	0.022	195220144939792768
