TypeInput	RA	DE	Plx	e_Plx	RV	e_RV	RVdist	pmRA	e_pmRA	pmDE	e_pmDE	Source
1	05 26 25.591	42 57 43.210	0.35066	0.0	0.0	0.0	0.0	1.43793	0.0	-2.59328	0.0	0.0
1	05 26 25.337	42 57 44.590	0.35066	0.0	0.0	0.0	0.0	0.78044	0.0	-3.87694	0.0	0.0
