TypeInput	RA	DE	Plx	e_Plx	RV	e_RV	RVdist	pmRA	e_pmRA	pmDE	e_pmDE	Source
1	05 25 02.452	42 37 15.866	0.31009646	0.0240	0	0	0	1.436	0.031	0.221	0.024	195253478183675392
1	05 28 00.206	42 45 38.133	0.28373554	0.0252	0	0	0	-0.907	0.032	-1.006	0.023	195442800341363328
1	05 27 39.299	42 32 59.528	0.24294902	0.0254	0	0	0	0.679	0.031	-2.078	0.023	195424555320904704
1	05 24 38.826	42 40 13.225	0.29433049	0.0214	0	0	0	0.171	0.029	-1.102	0.021	195265023054995840
1	05 31 29.784	42 59 42.697	0.23945279	0.0253	0	0	0	0.642	0.031	-0.884	0.022	195506881253797632
1	05 29 51.345	43 06 45.791	0.21312625	0.0301	0	0	0	-0.214	0.030	-1.083	0.021	195476983983024000
1	05 25 07.479	42 33 38.590	0.25578835	0.0256	0	0	0	1.268	0.030	-4.008	0.024	195249458096541568
1	05 30 08.980	43 29 54.498	0.32150139	0.0253	0	0	0	-0.200	0.028	-0.931	0.021	195675656287887232
1	05 24 00.111	43 39 53.370	0.29171369	0.0242	0	0	0	0.219	0.032	-2.186	0.028	207374322568699648
1	05 23 17.238	42 22 37.758	0.26603107	0.0217	0	0	0	-0.310	0.028	-0.836	0.022	195242895384368256
1	05 22 23.606	43 09 17.968	0.30311370	0.0283	0	0	0	-0.623	0.030	-1.892	0.022	207323538875737984
1	05 31 28.784	42 40 42.267	0.29922670	0.0242	0	0	0	0.885	0.025	-0.402	0.019	195485509496594048
1	05 24 24.925	42 31 55.628	0.25959225	0.0215	0	0	0	-0.112	0.028	-0.172	0.020	195251279160468224
1	05 24 50.399	42 00 46.733	0.33262110	0.0258	0	0	0	0.692	0.031	-1.460	0.023	194988805118519680
1	05 22 31.802	43 03 43.209	0.33097984	0.0251	0	0	0	2.674	0.031	-1.201	0.023	207342604231118080
1	05 21 35.789	43 06 19.381	0.30727882	0.0229	0	0	0	0.694	0.029	-1.400	0.020	207333468840210304
1	05 28 21.999	43 10 54.676	0.24476151	0.0210	0	0	0	0.903	0.026	-0.619	0.020	195665829402858240
1	05 23 35.187	43 06 18.072	0.30761409	0.0239	0	0	0	0.237	0.026	-1.131	0.020	195333536373140480
1	05 30 04.325	42 50 16.903	0.31995031	0.0213	0	0	0	-0.659	0.024	-1.469	0.018	195411189382382848
1	05 21 07.785	43 05 21.684	0.32222086	0.0225	0	0	0	0.361	0.028	-2.234	0.020	207333876858964992
1	05 30 18.399	43 18 39.223	0.23969549	0.0278	0	0	0	1.367	0.029	0.390	0.022	195671292601152384
1	05 21 44.465	42 48 55.417	0.22311196	0.0230	0	0	0	0.871	0.029	-1.729	0.022	195304983430984704
1	05 28 30.331	42 41 26.044	0.27604607	0.0268	0	0	0	2.131	0.034	-1.148	0.023	195427097941420160
1	05 30 50.988	42 58 25.927	0.25013105	0.0251	0	0	0	1.312	0.029	-0.925	0.021	195460422591019520
1	05 29 21.558	43 40 04.066	0.22339010	0.0219	0	0	0	0.979	0.026	0.341	0.021	195740561833125120
1	05 26 31.922	43 24 27.980	0.32293981	0.0241	0	0	0	-0.607	0.029	-0.209	0.022	195715994620440192
1	05 23 48.257	42 17 16.630	0.28650628	0.0216	0	0	0	0.800	0.027	-0.516	0.019	195052542432718080
1	05 24 07.238	43 06 19.336	0.22874886	0.0222	0	0	0	0.166	0.027	0.197	0.020	195336147713207296
1	05 29 13.235	42 26 17.161	0.26575335	0.0250	0	0	0	1.033	0.030	-2.109	0.023	195385007261967360
1	05 27 30.201	43 21 10.062	0.24859716	0.0218	0	0	0	-0.322	0.028	-1.819	0.022	195706786210517120
1	05 27 17.747	42 32 19.530	0.24298197	0.0262	0	0	0	0.805	0.030	-1.526	0.023	195427304100014592
1	05 31 33.517	43 06 38.655	0.28404619	0.0304	0	0	0	2.217	0.032	-1.118	0.026	195555633424717824
1	05 30 52.534	43 11 47.369	0.27458882	0.0270	0	0	0	1.092	0.033	-2.128	0.023	195478431390232320
1	05 21 33.920	43 09 46.511	0.30478617	0.0250	0	0	0	0.079	0.033	-1.182	0.022	207334774510245120
1	05 28 58.581	42 36 23.370	0.24672408	0.0268	0	0	0	-0.210	0.035	-0.498	0.026	195401706094766336
1	05 30 47.501	42 28 06.406	0.26717649	0.0236	0	0	0	0.664	0.025	-0.875	0.019	194637373713887360
1	05 23 52.887	42 38 12.839	0.24920904	0.0200	0	0	0	0.475	0.027	-0.170	0.020	195259422417765120
1	05 29 28.062	43 10 56.322	0.23303321	0.0304	0	0	0	0.158	0.033	-1.415	0.024	195663080623749504
1	05 22 18.828	42 24 45.052	0.29892757	0.0230	0	0	0	-0.272	0.027	-1.766	0.020	195232931059788032
1	05 30 07.609	42 43 38.407	0.30081810	0.0248	0	0	0	-0.531	0.028	-1.144	0.021	195406791335914880
1	05 28 56.464	42 37 37.213	0.24924560	0.0239	0	0	0	0.879	0.032	-0.541	0.023	195402530728482304
1	05 26 31.522	42 00 03.915	0.25115636	0.0225	0	0	0	0.959	0.026	-1.368	0.020	195348860817737600
1	05 23 24.802	42 07 53.771	0.29573860	0.0251	0	0	0	-0.360	0.030	-1.824	0.021	195046151521454464
1	05 29 24.895	42 17 39.449	0.23239869	0.0264	0	0	0	1.428	0.028	-1.796	0.022	194628921218287488
1	05 27 27.451	42 37 28.647	0.31126131	0.0278	0	0	0	-0.066	0.030	-2.200	0.023	195428541049981952
1	05 26 43.968	42 18 13.129	0.21385918	0.0250	0	0	0	0.135	0.031	-0.226	0.023	195369236142336640
1	05 27 13.178	42 54 00.521	0.27241246	0.0248	0	0	0	0.247	0.030	-2.038	0.023	195635146156593408
1	05 22 26.676	43 09 46.046	0.25449427	0.0283	0	0	0	2.461	0.031	-0.814	0.023	207347002279151232
1	05 31 34.938	43 10 11.978	0.24781973	0.0270	0	0	0	1.028	0.031	-0.786	0.024	195556771593836672
1	05 28 31.643	42 46 28.131	0.22556201	0.0301	0	0	0	1.612	0.035	-1.480	0.023	195454688811296896
1	05 22 09.468	43 09 48.041	0.33102165	0.0275	0	0	0	0.216	0.029	-1.854	0.025	207323710674445568
1	05 30 07.778	43 07 03.082	0.28611214	0.0332	0	0	0	-0.320	0.033	-1.217	0.021	195476472884854400
1	05 26 51.974	42 10 41.268	0.24336885	0.0223	0	0	0	0.346	0.027	-1.731	0.019	195363807303719168
1	05 26 03.337	41 58 53.603	0.23797536	0.0243	0	0	0	0.850	0.027	-1.922	0.021	194974099150421504
1	05 23 27.200	42 21 49.254	0.26157869	0.0232	0	0	0	-0.029	0.030	0.668	0.022	195240073588071296
1	05 26 51.518	41 59 41.119	0.25277240	0.0224	0	0	0	0.199	0.025	0.080	0.020	195347211550165632
1	05 21 35.242	43 20 07.661	0.22220399	0.0277	0	0	0	-0.064	0.027	-0.288	0.021	207386485916406272
1	05 29 45.264	42 21 42.034	0.29316526	0.0298	0	0	0	-0.324	0.032	-1.964	0.024	195381193331000064
1	05 28 27.871	42 32 48.861	0.29325345	0.0244	0	0	0	1.339	0.027	-2.091	0.020	195378410192211456
1	05 27 32.783	43 19 50.905	0.22152491	0.0220	0	0	0	0.957	0.027	-1.735	0.021	195706511332616064
1	05 26 21.963	42 20 43.214	0.30641905	0.0230	0	0	0	0.730	0.030	-0.594	0.024	195415759228098432
1	05 25 03.470	42 22 13.810	0.30209319	0.0236	0	0	0	0.736	0.028	-1.041	0.022	195055424354774144
1	05 29 22.111	42 36 33.057	0.27689492	0.0269	0	0	0	0.608	0.033	-0.915	0.024	195400056827298816
1	05 25 50.486	43 43 38.447	0.21788664	0.0259	0	0	0	0.674	0.028	-0.425	0.021	207736611649741952
1	05 25 13.680	42 13 14.236	0.25628528	0.0253	0	0	0	0.585	0.028	-2.467	0.022	195040963200827776
1	05 26 20.597	43 26 46.197	0.32808149	0.0242	0	0	0	-0.096	0.031	-1.703	0.023	195717025412588800
1	05 25 25.883	43 36 36.406	0.30639132	0.0245	0	0	0	0.693	0.029	-1.874	0.022	207733828511244416
1	05 23 34.034	43 18 16.548	0.25609985	0.0245	0	0	0	0.623	0.028	-3.558	0.022	207348965081965696
1	05 24 22.879	42 24 50.870	0.29414077	0.0223	0	0	0	-1.006	0.027	-1.397	0.020	195241005598722560
1	05 30 06.891	42 49 57.249	0.23491742	0.0226	0	0	0	0.083	0.026	-1.485	0.020	195411189383157120
1	05 24 55.950	41 59 38.356	0.27260206	0.0254	0	0	0	0.528	0.030	-1.427	0.023	194988633319828608
1	05 25 42.744	42 44 08.621	0.22206803	0.0256	0	0	0	0.866	0.028	0.339	0.021	195629579879070848
1	05 29 32.113	42 25 36.683	0.26294813	0.0264	0	0	0	0.500	0.030	-0.602	0.023	195382499001047552
1	05 30 07.473	42 47 16.667	0.29366980	0.0228	0	0	0	1.321	0.027	-2.067	0.021	195410089870773376
1	05 30 44.942	42 33 51.525	0.30810181	0.0243	0	0	0	0.372	0.027	0.182	0.021	195390912839263360
1	05 25 10.627	43 33 05.438	0.30494605	0.0236	0	0	0	1.317	0.028	-1.757	0.021	207733244395705984
1	05 23 20.351	42 51 20.463	0.22436250	0.0247	0	0	0	0.723	0.034	-0.221	0.022	195314672876964864
1	05 29 53.413	43 32 53.024	0.22638567	0.0238	0	0	0	1.527	0.030	-0.269	0.022	195688644268989440
1	05 30 25.513	42 30 58.049	0.27162629	0.0258	0	0	0	0.412	0.027	-2.136	0.020	195389267869412224
1	05 23 29.381	42 32 12.088	0.28359510	0.0213	0	0	0	0.028	0.026	-1.223	0.020	195256707998564480
1	05 26 01.059	42 04 28.011	0.21985784	0.0255	0	0	0	0.862	0.030	-0.563	0.024	194987087131504768
1	05 27 32.674	43 43 37.080	0.26773697	0.0257	0	0	0	-0.076	0.033	-0.248	0.022	195730185192223104
1	05 25 51.715	42 11 05.911	0.28291413	0.0226	0	0	0	0.245	0.028	-0.266	0.021	194991725696170368
1	05 25 09.705	42 36 46.145	0.22492884	0.0239	0	0	0	0.522	0.033	-0.153	0.023	195250488886434816
1	05 30 08.693	43 00 02.720	0.26154188	0.0227	0	0	0	0.745	0.029	0.011	0.020	195463278745672832
1	05 27 09.661	42 15 54.325	0.28782464	0.0253	0	0	0	0.167	0.030	-0.402	0.020	195365387851621888
1	05 27 33.081	43 32 26.390	0.24830801	0.0286	0	0	0	0.541	0.031	0.450	0.024	195712489927021696
1	05 25 04.463	42 26 34.843	0.30706577	0.0233	0	0	0	0.448	0.029	-2.002	0.022	195058830264711040
1	05 23 31.072	42 19 17.091	0.26998194	0.0232	0	0	0	1.160	0.029	-5.306	0.022	195239008435088512
1	05 26 19.966	42 12 23.007	0.22167643	0.0235	0	0	0	0.755	0.030	-0.511	0.024	195366143765959680
1	05 31 13.653	42 48 29.367	0.31560386	0.0267	0	0	0	1.714	0.031	-2.869	0.022	195408131365591680
1	05 25 26.970	42 41 58.456	0.24821938	0.0268	0	0	0	1.582	0.033	-1.363	0.023	195254126718796288
1	05 31 21.893	42 58 03.963	0.25480118	0.0267	0	0	0	1.010	0.033	0.031	0.023	195506743814861184
1	05 25 35.353	42 13 16.180	0.23553639	0.0252	0	0	0	0.848	0.028	-0.046	0.025	195039313933364480
1	05 28 38.101	42 08 12.260	0.21716321	0.0276	0	0	0	0.126	0.031	-0.359	0.024	194604246628991232
1	05 25 05.560	43 36 41.831	0.30543764	0.0262	0	0	0	0.144	0.030	-0.372	0.023	207734378266789120
1	05 26 37.531	42 13 22.970	0.32389051	0.0247	0	0	0	0.059	0.030	-0.253	0.024	195366418643834496
1	05 21 39.866	42 53 42.786	0.30435289	0.0242	0	0	0	2.076	0.030	-1.493	0.023	207315773575250944
1	05 28 49.803	42 13 25.974	0.28936234	0.0323	0	0	0	0.023	0.032	-1.513	0.025	195378822509199744
1	05 30 05.394	43 02 05.630	0.31325149	0.0245	0	0	0	0.653	0.030	-1.759	0.021	195463931580695040
1	05 29 12.597	42 45 27.508	0.26059332	0.0231	0	0	0	0.054	0.027	-1.738	0.021	195451729576786176
1	05 22 42.775	42 34 57.661	0.31484546	0.0236	0	0	0	0.619	0.029	-1.401	0.022	195238016300939264
1	05 24 04.746	42 22 26.976	0.22758934	0.0219	0	0	0	-0.017	0.027	-0.548	0.020	195240520264711168
1	05 30 22.783	43 34 52.269	0.24332918	0.0241	0	0	0	-1.001	0.031	-1.262	0.023	195689365823463808
1	05 22 31.322	42 22 20.754	0.24966505	0.0242	0	0	0	1.224	0.029	-0.804	0.023	195231900267639040
1	05 23 13.227	42 15 08.479	0.23142093	0.0238	0	0	0	-0.051	0.031	-0.342	0.022	195238394258658176
1	05 27 50.622	42 50 59.892	0.29811691	0.0292	0	0	0	0.227	0.035	-2.297	0.025	195447095308647808
1	05 30 47.856	42 26 59.846	0.31415784	0.0240	0	0	0	0.219	0.026	-1.189	0.020	194636617799644800
1	05 24 47.951	43 10 35.162	0.24314848	0.0238	0	0	0	0.656	0.029	-1.204	0.023	195337522102661376
1	05 27 11.991	42 10 09.153	0.27658884	0.0243	0	0	0	0.628	0.030	-4.220	0.022	195352262431604224
1	05 22 11.477	43 22 53.347	0.27792155	0.0267	0	0	0	0.920	0.031	-1.645	0.023	207341401642859776
1	05 28 12.012	43 34 06.304	0.22702160	0.0285	0	0	0	0.377	0.030	-0.785	0.023	195735476591942912
1	05 24 31.563	42 05 54.989	0.29766224	0.0255	0	0	0	-1.983	0.032	-1.263	0.022	195034263051923584
1	05 24 03.711	43 41 05.054	0.29407799	0.0263	0	0	0	-0.272	0.034	-2.067	0.031	207421356752219520
1	05 21 25.488	43 05 54.578	0.32205390	0.0269	0	0	0	0.389	0.033	-1.619	0.023	207333601981080576
1	05 21 27.574	43 10 45.978	0.28640316	0.0274	0	0	0	1.360	0.035	1.202	0.023	207337695088007168
1	05 26 14.123	43 37 02.988	0.24581642	0.0238	0	0	0	1.055	0.033	-1.229	0.023	207731663847702784
1	05 24 04.327	42 07 23.415	0.32147711	0.0266	0	0	0	-1.035	0.031	-1.117	0.021	195035053325925248
1	05 24 06.225	42 28 57.908	0.23972442	0.0221	0	0	0	0.117	0.029	-2.714	0.022	195245231846538112
1	05 25 38.298	43 05 37.684	0.22909313	0.0248	0	0	0	0.481	0.029	-0.577	0.023	195695962893158528
1	05 21 55.328	43 25 14.470	0.22462692	0.0236	0	0	0	0.274	0.029	-1.997	0.022	207389337774628480
1	05 28 36.387	43 43 57.394	0.26749997	0.0252	0	0	0	1.606	0.027	-1.700	0.021	195750526157273856
1	05 23 04.224	43 35 14.324	0.29220555	0.0259	0	0	0	0.976	0.032	-2.565	0.022	207415309438138624
1	05 31 01.958	43 06 20.866	0.22037209	0.0296	0	0	0	0.672	0.036	-2.074	0.025	195465340329919360
1	05 27 35.877	42 08 35.604	0.24391444	0.0232	0	0	0	-0.003	0.030	-1.625	0.022	195356866636527744
1	05 23 47.894	43 03 07.125	0.22659916	0.0257	0	0	0	0.675	0.032	-0.760	0.022	195330100399312768
1	05 24 25.874	42 09 30.622	0.27671888	0.0243	0	0	0	-0.017	0.029	-0.899	0.021	195035431283016576
1	05 25 00.248	42 34 46.788	0.23051213	0.0236	0	0	0	2.331	0.030	-2.341	0.023	195248766600819712
1	05 27 21.103	42 18 30.248	0.28328541	0.0271	0	0	0	2.268	0.034	-4.062	0.022	195371469525567104
1	05 24 41.250	43 06 24.878	0.23137619	0.0248	0	0	0	0.478	0.031	-0.511	0.024	195325290035837056
1	05 27 31.667	43 02 06.540	0.23931823	0.0246	0	0	0	0.478	0.030	0.117	0.025	195639299386389888
1	05 25 19.983	42 02 52.977	0.26134663	0.0250	0	0	0	0.315	0.030	0.351	0.024	194988461521085568
1	05 25 25.917	43 08 13.954	0.32458584	0.0255	0	0	0	2.173	0.030	-2.398	0.023	195699944327745536
1	05 23 40.903	43 37 17.971	0.23134601	0.0262	0	0	0	-0.267	0.033	-1.574	0.026	207373772812924416
1	05 29 31.882	43 29 40.193	0.27330597	0.0256	0	0	0	0.348	0.030	-2.527	0.022	195688060153464704
1	05 27 01.005	42 00 52.605	0.21666107	0.0256	0	0	0	0.611	0.030	-1.087	0.021	195347348989104384
1	05 24 48.815	42 31 35.484	0.23127168	0.0220	0	0	0	0.433	0.028	-0.891	0.021	195248564741123072
1	05 26 05.545	42 06 41.612	0.29070273	0.0262	0	0	0	2.853	0.028	-1.495	0.022	195362673432436096
1	05 28 21.791	42 22 55.263	0.29471402	0.0274	0	0	0	0.854	0.030	-2.177	0.023	195372843914682624
1	05 28 32.952	43 28 59.001	0.21368556	0.0309	0	0	0	1.098	0.035	-0.549	0.024	195731250344131840
1	05 25 46.058	42 20 03.975	0.25537245	0.0240	0	0	0	0.942	0.029	-0.177	0.022	195043402742180096
1	05 30 28.644	43 10 26.524	0.30701101	0.0322	0	0	0	0.392	0.034	0.320	0.025	195478912426264960
1	05 30 55.452	42 39 24.007	0.27783206	0.0274	0	0	0	2.613	0.028	-2.181	0.022	195394421830071040
1	05 24 16.858	42 16 12.738	0.26176844	0.0323	0	0	0	0.163	0.037	-2.140	0.027	195048792926078336
1	05 31 01.718	43 05 31.468	0.28131588	0.0254	0	0	0	0.608	0.033	-0.331	0.023	195465267314251392
1	05 21 27.591	43 00 21.298	0.21783491	0.0247	0	0	0	0.016	0.029	-0.634	0.022	207320790096801536
1	05 26 55.462	42 39 06.022	0.22272800	0.0286	0	0	0	0.802	0.030	-3.385	0.025	195435546138050944
1	05 22 45.130	42 49 20.903	0.25907585	0.0243	0	0	0	0.251	0.030	0.350	0.022	195326041654674944
1	05 27 16.962	42 07 07.389	0.25525559	0.0236	0	0	0	2.121	0.028	-0.869	0.021	195351094200517120
1	05 25 25.896	43 02 35.336	0.33128081	0.0271	0	0	0	1.304	0.031	-2.831	0.024	195695756736851456
1	05 25 52.693	43 08 17.581	0.25363636	0.0259	0	0	0	0.654	0.033	-0.807	0.026	195697165483975936
1	05 31 05.031	43 17 03.852	0.23440505	0.0276	0	0	0	-0.365	0.029	-1.494	0.023	195573504785815808
1	05 26 00.178	42 00 47.414	0.28639035	0.0265	0	0	0	0.055	0.031	-1.094	0.023	194985953260153472
1	05 28 51.291	42 53 21.228	0.21977741	0.0283	0	0	0	-0.181	0.030	-1.780	0.023	195467431975490048
1	05 22 53.639	42 49 59.106	0.25069286	0.0260	0	0	0	1.367	0.031	-2.697	0.024	195314432358871040
1	05 25 57.525	42 08 26.025	0.25403164	0.0244	0	0	0	-0.019	0.029	-1.204	0.024	194990660544284416
1	05 28 17.317	43 51 22.690	0.22086020	0.0237	0	0	0	0.286	0.030	-0.911	0.022	195754614966117888
1	05 26 45.600	43 09 03.841	0.31048052	0.0304	0	0	0	0.788	0.038	-0.668	0.027	195650367520248448
1	05 27 47.563	42 02 34.976	0.27028901	0.0246	0	0	0	0.400	0.029	-1.692	0.022	194601983183476736
1	05 28 05.453	42 18 05.691	0.31631137	0.0268	0	0	0	-0.282	0.034	-1.711	0.023	195360405689463168
1	05 26 52.188	43 32 11.767	0.24285263	0.0261	0	0	0	0.320	0.035	-0.207	0.024	195723412027219200
1	05 29 12.368	43 42 05.997	0.23722033	0.0252	0	0	0	0.737	0.028	-0.440	0.022	195738019212483968
1	05 28 03.885	42 41 57.661	0.21867049	0.0300	0	0	0	-0.052	0.034	-1.157	0.026	195430636993988992
1	05 24 41.993	43 46 23.392	0.32298736	0.0250	0	0	0	0.658	0.032	-1.351	0.024	207376521591872896
1	05 30 42.008	42 20 13.745	0.26289927	0.0285	0	0	0	1.967	0.037	-2.746	0.027	194632941308650624
1	05 28 28.064	42 11 42.664	0.24880688	0.0279	0	0	0	-1.201	0.037	-0.242	0.026	195355079930036736
1	05 23 07.544	42 58 31.929	0.27820651	0.0286	0	0	0	1.329	0.041	-2.196	0.025	195328176254087808
1	05 28 06.637	42 37 34.296	0.23910318	0.0312	0	0	0	0.902	0.033	-1.088	0.025	195426513825919488
1	05 26 09.367	43 24 40.596	0.28982084	0.0276	0	0	0	1.041	0.034	-1.760	0.027	195716578738258048
1	05 25 27.503	43 06 02.830	0.29258696	0.0240	0	0	0	1.153	0.028	-2.204	0.021	195696851951267072
1	05 29 47.345	43 20 21.685	0.24226222	0.0317	0	0	0	-0.292	0.033	-0.181	0.026	195673624765662976
1	05 25 58.706	42 24 23.324	0.25260454	0.0251	0	0	0	0.290	0.029	-1.493	0.024	195419809381081728
1	05 21 46.697	42 41 39.575	0.28002997	0.0254	0	0	0	0.689	0.032	-1.660	0.024	195300482305321856
1	05 26 00.262	42 11 05.793	0.30770243	0.0249	0	0	0	0.952	0.031	-1.919	0.024	195366796601025152
1	05 31 22.306	42 57 10.307	0.31142518	0.0280	0	0	0	0.433	0.034	-0.233	0.025	195506468936957568
1	05 26 10.855	42 35 48.457	0.26643494	0.0313	0	0	0	0.774	0.034	-1.220	0.025	195436649948306304
1	05 28 32.135	43 02 49.802	0.32138030	0.0258	0	0	0	0.807	0.030	-3.525	0.023	195660434923955840
1	05 26 57.005	43 40 03.049	0.29887733	0.0259	0	0	0	0.498	0.033	-2.247	0.024	195728295406663680
1	05 25 13.919	42 45 11.106	0.24274172	0.0293	0	0	0	1.689	0.038	0.550	0.027	195255093091342976
1	05 29 58.939	43 40 35.005	0.25414541	0.0236	0	0	0	1.948	0.029	-0.895	0.023	195693145394144640
1	05 28 01.799	43 21 58.618	0.22496970	0.0254	0	0	0	0.835	0.031	-0.269	0.022	195659988246820480
1	05 30 30.958	42 44 47.764	0.30179597	0.0299	0	0	0	-0.091	0.033	-1.313	0.026	195406997495928064
1	05 23 38.531	43 10 13.217	0.28208920	0.0255	0	0	0	0.888	0.029	-1.584	0.022	195334670244467456
1	05 30 25.592	42 53 39.150	0.24363741	0.0246	0	0	0	0.383	0.030	-0.428	0.022	195458670244236800
1	05 22 55.006	42 45 11.247	0.23564322	0.0237	0	0	0	1.008	0.030	-0.936	0.022	195312954890181376
1	05 21 43.430	42 58 36.707	0.25811893	0.0246	0	0	0	0.874	0.031	-1.462	0.024	207317251043741568
1	05 26 29.364	42 16 25.035	0.23342665	0.0246	0	0	0	0.490	0.032	-1.140	0.025	195367689954141568
1	05 28 14.841	43 13 23.710	0.21949177	0.0248	0	0	0	0.376	0.031	-0.338	0.023	195677885372944512
1	05 29 23.163	43 20 15.125	0.33319561	0.0259	0	0	0	1.822	0.032	-2.920	0.024	195668681261067648
1	05 25 42.999	42 13 54.399	0.26534576	0.0251	0	0	0	0.369	0.030	0.474	0.023	195039657531192192
1	05 24 01.058	43 06 14.216	0.22594245	0.0253	0	0	0	-0.166	0.032	-1.801	0.023	195336216433860096
1	05 28 12.660	43 46 37.731	0.24340752	0.0269	0	0	0	-0.139	0.035	-1.449	0.024	195753274936351616
1	05 21 31.062	42 57 35.432	0.27342022	0.0255	0	0	0	0.096	0.032	-1.871	0.024	207319690585188864
1	05 22 04.249	43 08 25.291	0.22320081	0.0305	0	0	0	0.599	0.034	-1.962	0.027	207323263997863040
1	05 26 19.621	42 23 29.991	0.30562092	0.0266	0	0	0	0.715	0.035	0.009	0.027	195419057762312832
1	05 21 34.888	42 39 07.553	0.30679977	0.0308	0	0	0	0.362	0.038	-1.319	0.026	195299863830071424
1	05 31 50.698	42 47 24.391	0.26066463	0.0261	0	0	0	1.236	0.031	-1.028	0.023	195489357787269120
1	05 24 27.202	42 14 11.236	0.32617778	0.0247	0	0	0	1.075	0.031	-1.975	0.022	195047800788803712
1	05 21 41.426	42 52 46.781	0.27812047	0.0268	0	0	0	1.038	0.033	-1.288	0.025	207315704855774464
1	05 25 37.826	42 25 58.578	0.24285700	0.0261	0	0	0	0.663	0.030	-0.331	0.022	195057249716722944
1	05 26 18.399	42 05 10.223	0.33254943	0.0267	0	0	0	-0.063	0.031	-2.157	0.024	195361711359758464
1	05 23 04.442	43 07 59.448	0.32843688	0.0281	0	0	0	0.471	0.033	-1.524	0.024	207342539811409920
1	05 27 04.366	42 21 37.076	0.23512736	0.0286	0	0	0	0.427	0.037	-0.619	0.024	195369785898097664
1	05 23 46.062	43 17 53.737	0.24046469	0.0260	0	0	0	0.755	0.029	-1.601	0.023	207345872706009728
1	05 24 01.710	43 01 35.226	0.32116674	0.0340	0	0	0	-0.832	0.037	-6.412	0.026	195334842043199360
1	05 25 08.503	43 18 45.238	0.30489891	0.0256	0	0	0	0.263	0.032	-0.047	0.025	195342229386779520
1	05 27 30.337	42 15 04.638	0.32448517	0.0284	0	0	0	-0.031	0.036	-1.491	0.025	195370129495495424
1	05 27 12.426	42 38 04.228	0.31572158	0.0266	0	0	0	-0.515	0.030	-2.319	0.023	195440463879202304
1	05 25 25.294	42 54 56.895	0.24826272	0.0240	0	0	0	1.144	0.028	0.533	0.021	195271860642702336
1	05 28 23.760	42 08 23.050	0.29999146	0.0329	0	0	0	0.214	0.037	-1.632	0.028	194604147846965888
1	05 24 37.508	43 24 49.119	0.24940210	0.0271	0	0	0	0.264	0.036	-1.629	0.026	207354015963980928
1	05 25 46.076	43 52 51.107	0.21280907	0.0278	0	0	0	1.534	0.033	-3.539	0.024	207753207403318144
1	05 21 53.363	43 25 40.430	0.21569097	0.0262	0	0	0	1.320	0.030	-0.547	0.023	207389406494104448
1	05 25 06.163	42 41 38.118	0.25708227	0.0263	0	0	0	-1.315	0.038	-1.083	0.025	195254612055299200
1	05 26 58.695	43 36 00.750	0.23103898	0.0264	0	0	0	1.196	0.032	-0.843	0.023	195727127175577856
1	05 24 45.869	43 40 46.797	0.25717876	0.0283	0	0	0	-1.267	0.032	-0.089	0.025	207375078482888192
1	05 25 35.722	42 08 00.343	0.29473667	0.0245	0	0	0	1.948	0.031	-3.194	0.025	194991141580635264
1	05 27 54.629	43 37 55.606	0.25352397	0.0298	0	0	0	0.738	0.033	-0.178	0.025	195725065591213568
1	05 23 48.383	42 13 55.507	0.21721464	0.0280	0	0	0	0.035	0.035	-0.750	0.024	195049961157139200
1	05 21 46.450	42 44 16.215	0.27046703	0.0254	0	0	0	-0.067	0.031	-0.295	0.023	195301371362399104
1	05 28 30.036	42 48 23.636	0.26811654	0.0313	0	0	0	0.541	0.034	-0.723	0.024	195455032408199040
1	05 30 18.244	42 38 13.665	0.27932389	0.0258	0	0	0	-0.104	0.030	-2.255	0.022	195393562836668416
1	05 28 35.037	42 47 43.948	0.26862074	0.0337	0	0	0	0.121	0.036	-2.203	0.026	195454787593603200
1	05 31 35.225	43 07 42.098	0.32603060	0.0310	0	0	0	0.088	0.036	-0.935	0.027	195556427996469120
1	05 25 46.936	42 04 05.917	0.21416873	0.0276	0	0	0	0.858	0.032	-1.861	0.027	194987185911865088
1	05 24 21.511	43 41 18.707	0.29779979	0.0278	0	0	0	-0.117	0.034	0.078	0.028	207375696958201728
1	05 22 06.797	42 34 47.327	0.25315282	0.0262	0	0	0	0.314	0.034	-0.745	0.024	195284161429628416
1	05 24 13.166	42 27 52.765	0.28568382	0.0232	0	0	0	2.008	0.029	-2.976	0.021	195242345628514048
1	05 31 23.538	43 23 05.684	0.29748032	0.0310	0	0	0	0.780	0.034	-2.630	0.028	195577353076502528
1	05 29 07.066	42 55 40.290	0.32781136	0.0285	0	0	0	0.004	0.033	-1.522	0.024	195469046883235968
1	05 26 57.753	42 04 39.895	0.27229163	0.0249	0	0	0	0.331	0.030	-1.290	0.021	195350716243440640
1	05 28 26.544	43 34 43.650	0.28628412	0.0322	0	0	0	0.408	0.034	-1.093	0.027	195735648390621312
1	05 22 01.501	42 57 19.802	0.26787213	0.0254	0	0	0	0.094	0.032	-2.010	0.025	207317624704881664
1	05 24 30.153	42 07 46.491	0.22495661	0.0280	0	0	0	0.290	0.037	-0.223	0.025	195034537929822080
1	05 27 11.078	42 17 26.013	0.25600275	0.0296	0	0	0	0.871	0.036	-0.779	0.024	195368514587799680
