TypeInput	RA	DE	Plx	e_Plx	RV	e_RV	RVdist	pmRA	e_pmRA	pmDE	e_pmDE	Source
1	05 26 25.734	42 57 40.074	0.31161	0.0	0.0	0.0	0.0	1.46521	0.0	-2.57291	0.0	0.0
1	05 26 25.507	42 57 41.345	0.31161	0.0	0.0	0.0	0.0	0.75565	0.0	-3.89525	0.0	0.0
